review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,lemmatized,topic,theme
i love it 👍,5,2025-09-28,Dashen,Google Play Store,POSITIVE,0.9998791217803956,i love it 👍,love,3,Highly Positive Feedback & Brand Perception
gooe,5,2025-09-28,Dashen,Google Play Store,NEGATIVE,0.9992986917495728,gooe,gooe,0,App Malfunction & Technical Bugs
dashen super app is the best all ethiopian banks keep it,5,2025-09-27,Dashen,Google Play Store,POSITIVE,0.9997637867927552,dashen super app is the best all ethiopian banks keep it,dashen super app good ethiopian bank,3,Highly Positive Feedback & Brand Perception
cool app,5,2025-09-27,Dashen,Google Play Store,POSITIVE,0.999824583530426,cool app,cool app,1,Transaction & Service Reliability Issues
app that makes cashless society in our century and easy to use.,5,2025-09-27,Dashen,Google Play Store,POSITIVE,0.99612158536911,app that makes cashless society in our century and easy to use,app make cashless society century easy use,1,Transaction & Service Reliability Issues
tadass,1,2025-09-27,Dashen,Google Play Store,NEGATIVE,0.9969047904014589,tadass,tadass,0,App Malfunction & Technical Bugs
ሙሃጂራ,1,2025-09-27,Dashen,Google Play Store,NEGATIVE,0.6970565915107727,ሙሃጂራ,ሙሃጂራ,0,App Malfunction & Technical Bugs
it is an amazing app and all in one,5,2025-09-27,Dashen,Google Play Store,POSITIVE,0.9998719692230223,it is an amazing app and all in one,amazing app,3,Highly Positive Feedback & Brand Perception
i dont like it,1,2025-09-27,Dashen,Google Play Store,NEGATIVE,0.9909656047821044,i dont like it,not like,0,App Malfunction & Technical Bugs
dashen is the future,5,2025-09-27,Dashen,Google Play Store,POSITIVE,0.9976993203163148,dashen is the future,dashen future,3,Highly Positive Feedback & Brand Perception
the best version in 🇪🇹,5,2025-09-27,Dashen,Google Play Store,POSITIVE,0.999782145023346,the best version in 🇪🇹,good version,4,App Performance (Speed & Quality)
"its amazing app, visually stunning",5,2025-09-26,Dashen,Google Play Store,POSITIVE,0.9998769760131836,its amazing app visually stunning,amazing app visually stunning,3,Highly Positive Feedback & Brand Perception
"updates every time 🥲, when it's updated, it doesn't work at all. 😭",1,2025-09-26,Dashen,Google Play Store,NEGATIVE,0.9995762705802916,updates every time 🥲 when its updated it doesnt work at all 😭,update time update not work,0,App Malfunction & Technical Bugs
the best app from other dashen is unique its fast app ever i had in my life,5,2025-09-26,Dashen,Google Play Store,POSITIVE,0.9998315572738647,the best app from other dashen is unique its fast app ever i had in my life,good app dashen unique fast app life,4,App Performance (Speed & Quality)
i love the new user interface,5,2025-09-26,Dashen,Google Play Store,POSITIVE,0.9998557567596436,i love the new user interface,love new user interface,2,"User Experience, Features & Security"
"appreciated, always one step ahead!",5,2025-09-26,Dashen,Google Play Store,POSITIVE,0.9998669624328612,appreciated always one step ahead,appreciate step ahead,3,Highly Positive Feedback & Brand Perception
the app stops working whenever there is an update unless you update the app. but it is better if it kept working on and updating should be optional.,3,2025-09-26,Dashen,Google Play Store,NEGATIVE,0.9990849494934082,the app stops working whenever there is an update unless you update the app but it is better if it kept working on and updating should be optional,app stop work update update app well keep work update optional,0,App Malfunction & Technical Bugs
"this is the first time i have experienced this much cool app out of all the other mobile banking platforms, im genuinely happy to see this kind of app here, tnx",5,2025-09-26,Dashen,Google Play Store,POSITIVE,0.9997037053108216,this is the first time i have experienced this much cool app out of all the other mobile banking platforms im genuinely happy to see this kind of app here tnx,time experience cool app mobile banking platform m genuinely happy kind app tnx,2,"User Experience, Features & Security"
it can't do without data or wifi,1,2025-09-26,Dashen,Google Play Store,NEGATIVE,0.8546764254570007,it cant do without data or wifi,not datum wifi,1,Transaction & Service Reliability Issues
"the best ui banking app from all those i used, other ethiopian banks i used have a really old ui. this is very neat and easy to use. also so reliable.",5,2025-09-26,Dashen,Google Play Store,POSITIVE,0.9996398687362672,the best ui banking app from all those i used other ethiopian banks i used have a really old ui this is very neat and easy to use also so reliable,good ui banking app ethiopian bank old ui neat easy use reliable,3,Highly Positive Feedback & Brand Perception
so nice !,5,2025-09-26,Dashen,Google Play Store,POSITIVE,0.9998644590377808,so nice,nice,0,App Malfunction & Technical Bugs
what's the problem with this app's that asking for updates on a daily basis?,1,2025-09-25,Dashen,Google Play Store,NEGATIVE,0.9996622800827026,whats the problem with this apps that asking for updates on a daily basis,s problem app ask update daily basis,0,App Malfunction & Technical Bugs
"wow, i really loved the new ui/ux! great job, dashen bank! you guys are the best mobile banking in ethiopia.",5,2025-09-25,Dashen,Google Play Store,POSITIVE,0.9998483657836914,wow i really loved the new uiux great job dashen bank you guys are the best mobile banking in ethiopia,wow love new uiux great job dashen bank guy good mobile banking ethiopia,3,Highly Positive Feedback & Brand Perception
excellent ui improvement 💯💯,5,2025-09-24,Dashen,Google Play Store,POSITIVE,0.9994623064994812,excellent ui improvement 💯💯,excellent ui improvement,2,"User Experience, Features & Security"
one of the best app in ethiopia .,5,2025-09-24,Dashen,Google Play Store,POSITIVE,0.999811589717865,one of the best app in ethiopia,good app ethiopia,4,App Performance (Speed & Quality)
it is good but some times says duplicate transaction why? and text,5,2025-09-23,Dashen,Google Play Store,NEGATIVE,0.9683175086975098,it is good but some times says duplicate transaction why and text,good time say duplicate transaction text,1,Transaction & Service Reliability Issues
the worst app. it needs updating everyday. ouch 🤕,1,2025-09-19,Dashen,Google Play Store,NEGATIVE,0.9998214840888976,the worst app it needs updating everyday ouch 🤕,bad app need update everyday ouch,1,Transaction & Service Reliability Issues
safe and secure,3,2025-09-18,Dashen,Google Play Store,POSITIVE,0.9998433589935304,safe and secure,safe secure,2,"User Experience, Features & Security"
በጣም ምቹ ነው,4,2025-09-14,Dashen,Google Play Store,NEGATIVE,0.8337252736091614,በጣም ምቹ ነው,በጣም ምቹ ነው,4,App Performance (Speed & Quality)
"is not working right now with snmsung galaxy f15, please help me",1,2025-09-14,Dashen,Google Play Store,NEGATIVE,0.9993507266044616,is not working right now with snmsung galaxy f please help me,work right snmsung galaxy f help,1,Transaction & Service Reliability Issues
your staffs are really hardworking but the app is not like your employees,3,2025-09-12,Dashen,Google Play Store,NEGATIVE,0.9945451021194458,your staffs are really hardworking but the app is not like your employees,staff hardworke app like employee,4,App Performance (Speed & Quality)
ዳሺባክ,5,2025-09-11,Dashen,Google Play Store,NEGATIVE,0.6970565915107727,ዳሺባክ,ዳሺባክ,0,App Malfunction & Technical Bugs
total,5,2025-09-11,Dashen,Google Play Store,POSITIVE,0.9983637928962708,total,total,0,App Malfunction & Technical Bugs
dashen super app is the best,5,2025-09-10,Dashen,Google Play Store,POSITIVE,0.9998204112052916,dashen super app is the best,dashen super app good,4,App Performance (Speed & Quality)
zero sezzs55sየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,5,2025-09-09,Dashen,Google Play Store,NEGATIVE,0.9952489733695984,zero sezzssየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ።ደም ሐማሚጀየየ,zero sezzssየየወደሠራዊቱ ደየእያቻቻሉ ሐየየመንደ ደም የሰው የየመን የሰው ሐማሚጀየየ,1,Transaction & Service Reliability Issues
not werke,2,2025-09-08,Dashen,Google Play Store,NEGATIVE,0.9970670342445374,not werke,werke,0,App Malfunction & Technical Bugs
what happened to dashen bank? this is by far the worst banking app. extremely slow when it works and is out of service all the time,1,2025-09-08,Dashen,Google Play Store,NEGATIVE,0.9998086094856262,what happened to dashen bank this is by far the worst banking app extremely slow when it works and is out of service all the time,happen dashen bank far bad banking app extremely slow work service time,1,Transaction & Service Reliability Issues
simple and easy to use,5,2025-09-08,Dashen,Google Play Store,POSITIVE,0.9997318387031556,simple and easy to use,simple easy use,3,Highly Positive Feedback & Brand Perception
meke,4,2025-09-07,Dashen,Google Play Store,POSITIVE,0.9576797485351562,meke,meke,0,App Malfunction & Technical Bugs
"not a great app compared to the others ,it freezes randomly ,takes a lot to load ,and a lot of errors while sending money ,i stopped using it",1,2025-09-07,Dashen,Google Play Store,NEGATIVE,0.9997312426567078,not a great app compared to the others it freezes randomly takes a lot to load and a lot of errors while sending money i stopped using it,great app compare freeze randomly take lot load lot error send money stop,1,Transaction & Service Reliability Issues
bad specialy at weekends,1,2025-09-07,Dashen,Google Play Store,NEGATIVE,0.999614953994751,bad specialy at weekends,bad specialy weekend,1,Transaction & Service Reliability Issues
"i am very disappointed with the dashin bank super app. the app does not allow me to withdraw 50 birr or can't transfer money and even i can't use it to buy airtime. this makes me feel like my 50 birr is no longer my money, but the bank’s money, since i cannot access or use it freely. according to the national bank of ethiopia (nbe), the rule is that 100 birr is not withdrawable, but it can be used to buy airtime or transferred to friends. dashin bank’s restriction goes beyond this rule and unfa",1,2025-09-06,Dashen,Google Play Store,NEGATIVE,0.9967774748802184,i am very disappointed with the dashin bank super app the app does not allow me to withdraw birr or cant transfer money and even i cant use it to buy airtime this makes me feel like my birr is no longer my money but the bank’s money since i cannot access or use it freely according to the national bank of ethiopia nbe the rule is that birr is not withdrawable but it can be used to buy airtime or transferred to friends dashin bank’s restriction goes beyond this rule and unfa,disappointed dashin bank super app app allow withdraw birr not transfer money not use buy airtime make feel like birr long money bank money access use freely accord national bank ethiopia nbe rule birr withdrawable buy airtime transfer friend dashin bank restriction go rule unfa,0,App Malfunction & Technical Bugs
it is good apps but it needs strong network,5,2025-09-06,Dashen,Google Play Store,NEGATIVE,0.970344603061676,it is good apps but it needs strong network,good app need strong network,1,Transaction & Service Reliability Issues
the app doesn't allow to switch between accounts. why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch?,2,2025-09-06,Dashen,Google Play Store,NEGATIVE,0.9970771074295044,the app doesnt allow to switch between accounts why is it not possible to use two accounts on the same app even if the accounts have been opened at different branch,app not allow switch account possible use account app account open different branch,0,App Malfunction & Technical Bugs
lacag inaad amaahisan somalida maxaad ku diiden,5,2025-09-05,Dashen,Google Play Store,NEGATIVE,0.974568247795105,lacag inaad amaahisan somalida maxaad ku diiden,lacag inaad amaahisan somalida maxaad ku diiden,0,App Malfunction & Technical Bugs
dashin mobile banking is become worest app like others ethiopian bank apps. amole was the best app ever i used. it was so flexible & reliable to use. and the best app user can login with new device without go to bank physically.,1,2025-09-05,Dashen,Google Play Store,POSITIVE,0.9979987740516664,dashin mobile banking is become worest app like others ethiopian bank apps amole was the best app ever i used it was so flexible reliable to use and the best app user can login with new device without go to bank physically,dashin mobile banking wor app like ethiopian bank app amole good app flexible reliable use good app user login new device bank physically,4,App Performance (Speed & Quality)
"the app has potential, but the qr payment feature is disappointing. the scanner doesn’t work, and even though there’s an option to select a qr code from the gallery, it doesn’t function either. this makes paying with qr codes almost impossible. fixing this would really improve the app.",3,2025-09-04,Dashen,Google Play Store,NEGATIVE,0.999657154083252,the app has potential but the qr payment feature is disappointing the scanner doesn’t work and even though there’s an option to select a qr code from the gallery it doesn’t function either this makes paying with qr codes almost impossible fixing this would really improve the app,app potential qr payment feature disappoint scanner work option select qr code gallery function make pay qr code impossible fix improve app,2,"User Experience, Features & Security"
"very slow and failed transaction multiple times, previous app was much better!!",2,2025-09-04,Dashen,Google Play Store,NEGATIVE,0.9980061650276184,very slow and failed transaction multiple times previous app was much better,slow fail transaction multiple time previous app well,0,App Malfunction & Technical Bugs
"""super idiot app"" 1.it forced me to off many of my phone settings like developers option. 2.never works fastly. 3.it needs multiple click. 4. doesn't notify if received money & many many more *** the worst mobile app ever expanded***",1,2025-09-01,Dashen,Google Play Store,NEGATIVE,0.9998026490211488,super idiot app it forced me to off many of my phone settings like developers option never works fastly it needs multiple click doesnt notify if received money many many more the worst mobile app ever expanded,super idiot app force phone setting like developer option work fastly need multiple click not notify receive money bad mobile app expand,0,App Malfunction & Technical Bugs
dashin bank,5,2025-08-30,Dashen,Google Play Store,POSITIVE,0.9924732446670532,dashin bank,dashin bank,3,Highly Positive Feedback & Brand Perception
muhaammad bakko,5,2025-08-30,Dashen,Google Play Store,NEGATIVE,0.932232677936554,muhaammad bakko,muhaammad bakko,0,App Malfunction & Technical Bugs
goog,5,2025-08-29,Dashen,Google Play Store,NEGATIVE,0.9989757537841796,goog,goog,0,App Malfunction & Technical Bugs
un functional app,1,2025-08-29,Dashen,Google Play Store,NEGATIVE,0.998763918876648,un functional app,un functional app,1,Transaction & Service Reliability Issues
trnes far,5,2025-08-27,Dashen,Google Play Store,NEGATIVE,0.604229211807251,trnes far,trne far,4,App Performance (Speed & Quality)
shimalis,4,2025-08-25,Dashen,Google Play Store,POSITIVE,0.9664985537528992,shimalis,shimali,0,App Malfunction & Technical Bugs
አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,3,2025-08-24,Dashen,Google Play Store,NEGATIVE,0.9366679191589355,አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም ።,አሪፍ ነው ግን ደረሰኙ የተቀባይ አካውንት እና ስም አያሳይም,4,App Performance (Speed & Quality)
excellent mobile banking digital,5,2025-08-24,Dashen,Google Play Store,POSITIVE,0.9998231530189514,excellent mobile banking digital,excellent mobile banking digital,4,App Performance (Speed & Quality)
"excellent, and it's truly a super app!",5,2025-08-24,Dashen,Google Play Store,POSITIVE,0.9998637437820436,excellent and its truly a super app,excellent truly super app,4,App Performance (Speed & Quality)
can't access as will if it's super and can't even access the service when you need it's a big failure,1,2025-08-22,Dashen,Google Play Store,NEGATIVE,0.9997205138206482,cant access as will if its super and cant even access the service when you need its a big failure,not access super not access service need big failure,2,"User Experience, Features & Security"
seche,1,2025-08-22,Dashen,Google Play Store,POSITIVE,0.9675268530845642,seche,seche,0,App Malfunction & Technical Bugs
very fast bank,5,2025-08-22,Dashen,Google Play Store,POSITIVE,0.9985563158988952,very fast bank,fast bank,2,"User Experience, Features & Security"
good and well,5,2025-08-22,Dashen,Google Play Store,POSITIVE,0.9998481273651124,good and well,good,4,App Performance (Speed & Quality)
what a bank it is,5,2025-08-22,Dashen,Google Play Store,POSITIVE,0.9696678519248962,what a bank it is,bank,3,Highly Positive Feedback & Brand Perception
dashen super app contains extended selections for customers and can be easily accessible and also friendly to use.,2,2025-08-21,Dashen,Google Play Store,POSITIVE,0.9990369081497192,dashen super app contains extended selections for customers and can be easily accessible and also friendly to use,dashen super app contain extend selection customer easily accessible friendly use,2,"User Experience, Features & Security"
nic,5,2025-08-20,Dashen,Google Play Store,POSITIVE,0.9977141618728638,nic,nic,0,App Malfunction & Technical Bugs
easy to use and the best one,5,2025-08-17,Dashen,Google Play Store,POSITIVE,0.9998494386672974,easy to use and the best one,easy use good,3,Highly Positive Feedback & Brand Perception
it is totally work of failure. i personally prefer dashen amole instead of this super dull app.,1,2025-08-16,Dashen,Google Play Store,NEGATIVE,0.9997392296791076,it is totally work of failure i personally prefer dashen amole instead of this super dull app,totally work failure personally prefer dashen amole instead super dull app,3,Highly Positive Feedback & Brand Perception
the worst banking app in ethiopia. it forces you to change your pin every three months.,1,2025-08-16,Dashen,Google Play Store,NEGATIVE,0.999725878238678,the worst banking app in ethiopia it forces you to change your pin every three months,bad banking app ethiopia force change pin month,0,App Malfunction & Technical Bugs
best but ussd is necessary,5,2025-08-15,Dashen,Google Play Store,POSITIVE,0.6782341003417969,best but ussd is necessary,good ussd necessary,4,App Performance (Speed & Quality)
"one step forward, ethiopian bank and e commerce industry",5,2025-08-15,Dashen,Google Play Store,POSITIVE,0.9985429048538208,one step forward ethiopian bank and e commerce industry,step forward ethiopian bank e commerce industry,3,Highly Positive Feedback & Brand Perception
still it's essay for user,4,2025-08-15,Dashen,Google Play Store,NEGATIVE,0.8707893490791321,still its essay for user,essay user,2,"User Experience, Features & Security"
"great app, unfortunately i struggle to use it from outside ethiopia. it tells me ""vpn enabled please disable vpn to continue using the app"". and that's happening without any vpn enabled. i think i will need to switch back to cbe because i need access to my bank account globally.",1,2025-08-15,Dashen,Google Play Store,NEGATIVE,0.995208203792572,great app unfortunately i struggle to use it from outside ethiopia it tells me vpn enabled please disable vpn to continue using the app and thats happening without any vpn enabled i think i will need to switch back to cbe because i need access to my bank account globally,great app unfortunately struggle use outside ethiopia tell vpn enable disable vpn continue app s happen vpn enable think need switch cbe need access bank account globally,0,App Malfunction & Technical Bugs
"it was easy enough before. but now it won't even open , why? pls help if possible. the email address you provided under the app support also can't be found by gmail. pls respond.",3,2025-08-14,Dashen,Google Play Store,NEGATIVE,0.9996106028556824,it was easy enough before but now it wont even open why pls help if possible the email address you provided under the app support also cant be found by gmail pls respond,easy will not open pls help possible email address provide app support not find gmail pl respond,1,Transaction & Service Reliability Issues
"there are plenty of features missed e. g electricity bill, water bill payments",2,2025-08-14,Dashen,Google Play Store,NEGATIVE,0.9990180730819702,there are plenty of features missed e g electricity bill water bill payments,plenty feature miss e g electricity bill water bill payment,3,Highly Positive Feedback & Brand Perception
የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,5,2025-08-14,Dashen,Google Play Store,NEGATIVE,0.9200406670570374,የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,የሶፍትዌሩ ለአጠቃቀም ምቹና ቀላል መሆኑ ተመራጭ ያደርገዋል,0,App Malfunction & Technical Bugs
በጣም ችግር አለበት,1,2025-08-14,Dashen,Google Play Store,NEGATIVE,0.8337252736091614,በጣም ችግር አለበት,በጣም ችግር አለበት,4,App Performance (Speed & Quality)
great 👍 app,5,2025-08-13,Dashen,Google Play Store,POSITIVE,0.9995050430297852,great 👍 app,great app,4,App Performance (Speed & Quality)
"its a very low quality and slow application, very unreliable in times of need",1,2025-08-13,Dashen,Google Play Store,NEGATIVE,0.9997575879096984,its a very low quality and slow application very unreliable in times of need,low quality slow application unreliable time need,1,Transaction & Service Reliability Issues
very poor and time taking to use,1,2025-08-13,Dashen,Google Play Store,NEGATIVE,0.9997921586036682,very poor and time taking to use,poor time take use,0,App Malfunction & Technical Bugs
it is the best app ever i have seen dashen bank always one step a head!!!!,5,2025-08-13,Dashen,Google Play Store,POSITIVE,0.9996755123138428,it is the best app ever i have seen dashen bank always one step a head,good app see dashen bank step head,3,Highly Positive Feedback & Brand Perception
the new version is so good i like it,5,2025-08-13,Dashen,Google Play Store,POSITIVE,0.9998716115951538,the new version is so good i like it,new version good like,2,"User Experience, Features & Security"
good job my dashen super app,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.999669313430786,good job my dashen super app,good job dashen super app,4,App Performance (Speed & Quality)
some connection issues,3,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.9717355370521544,some connection issues,connection issue,1,Transaction & Service Reliability Issues
verry slow app 🤢,1,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.9986931681632996,verry slow app 🤢,verry slow app,4,App Performance (Speed & Quality)
best bauget app,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.998792290687561,best bauget app,good bauget app,4,App Performance (Speed & Quality)
its good but he said uptede me 😠🤕,2,2025-08-12,Dashen,Google Play Store,POSITIVE,0.9973610043525696,its good but he said uptede me 😠🤕,good say uptede,4,App Performance (Speed & Quality)
network issue,1,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.9874956011772156,network issue,network issue,0,App Malfunction & Technical Bugs
እንጠቀምበት,5,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.6970565915107727,እንጠቀምበት,እንጠቀምበት,0,App Malfunction & Technical Bugs
fast and easy to use great app.,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.9997286200523376,fast and easy to use great app,fast easy use great app,4,App Performance (Speed & Quality)
best performing and fast financial app,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.999755084514618,best performing and fast financial app,well performing fast financial app,2,"User Experience, Features & Security"
well done keep it up,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.9996840953826904,well done keep it up,,0,App Malfunction & Technical Bugs
good but it takes forever to load,3,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.9274645447731018,good but it takes forever to load,good take forever load,1,Transaction & Service Reliability Issues
"it's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-11,Dashen,Google Play Store,NEGATIVE,0.8449763059616089,its very good but there are some things that need to be improved by speed receipt view to be competitive with the companies in the country iecbetelebirr,good thing need improve speed receipt view competitive company country iecbetelebirr,0,App Malfunction & Technical Bugs
my favorite 💗💗💗,5,2025-08-11,Dashen,Google Play Store,POSITIVE,0.9974082112312316,my favorite 💗💗💗,favorite,0,App Malfunction & Technical Bugs
"this is boring mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen,Google Play Store,NEGATIVE,0.9998206496238708,this is boring mobile banking app it is not work properly so slow,boring mobile banking app work properly slow,0,App Malfunction & Technical Bugs
"improve the app, please. it is not working. it says response timeout",1,2025-08-10,Dashen,Google Play Store,NEGATIVE,0.9996850490570068,improve the app please it is not working it says response timeout,improve app work say response timeout,0,App Malfunction & Technical Bugs
modern perfect app interface with the best banking tools 👏,5,2025-08-08,Dashen,Google Play Store,POSITIVE,0.9996292591094972,modern perfect app interface with the best banking tools 👏,modern perfect app interface good banking tool,4,App Performance (Speed & Quality)
when i tried to open the app it re-downloading something big 3gb 4gb size and after 3 hours late it will open. it's my experience very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,Google Play Store,NEGATIVE,0.9994574189186096,when i tried to open the app it redownloading something big gb gb size and after hours late it will open its my experience very worst app it isnt lite app not works in every situation of networks,try open app redownloade big gb gb size hour late open experience bad app not lite app work situation network,1,Transaction & Service Reliability Issues
"poor, glitch stack",1,2025-08-07,Dashen,Google Play Store,NEGATIVE,0.999816119670868,poor glitch stack,poor glitch stack,1,Transaction & Service Reliability Issues
slowest banking app ever used,3,2025-08-07,Dashen,Google Play Store,NEGATIVE,0.998941957950592,slowest banking app ever used,slow banking app,4,App Performance (Speed & Quality)
dashen bank super app is the best app,5,2025-08-05,Dashen,Google Play Store,POSITIVE,0.9998195767402648,dashen bank super app is the best app,dashen bank super app good app,4,App Performance (Speed & Quality)
would most likely rate it even less but it does have it's perks. but for the most part the whole app is filled with bugs and it stops being responsive almost everytime. besides some new features and the new ui design i most definitely prefer the old amole version. either fix this mess or bring back amole,2,2025-08-01,Dashen,Google Play Store,NEGATIVE,0.9994837045669556,would most likely rate it even less but it does have its perks but for the most part the whole app is filled with bugs and it stops being responsive almost everytime besides some new features and the new ui design i most definitely prefer the old amole version either fix this mess or bring back amole,likely rate perk app fill bug stop responsive everytime new feature new ui design definitely prefer old amole version fix mess bring amole,2,"User Experience, Features & Security"
sometimes is not working to be honest,1,2025-08-01,Dashen,Google Play Store,NEGATIVE,0.9997746348381042,sometimes is not working to be honest,work honest,0,App Malfunction & Technical Bugs
why isn't this app working?,5,2025-07-29,Dashen,Google Play Store,NEGATIVE,0.9989972710609436,why isnt this app working,not app work,0,App Malfunction & Technical Bugs
network error,5,2025-07-29,Dashen,Google Play Store,NEGATIVE,0.999686360359192,network error,network error,1,Transaction & Service Reliability Issues
fast,5,2025-07-29,Dashen,Google Play Store,POSITIVE,0.9989494681358336,fast,fast,2,"User Experience, Features & Security"
100 good,5,2025-07-29,Dashen,Google Play Store,POSITIVE,0.999860405921936,good,good,4,App Performance (Speed & Quality)
it stop working most of the time.,2,2025-07-28,Dashen,Google Play Store,NEGATIVE,0.999619722366333,it stop working most of the time,stop work time,0,App Malfunction & Technical Bugs
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Dashen,Google Play Store,NEGATIVE,0.9924798011779784,i were smothely using the app for the last month but somehow its not working to now so what shall i do it becames like i can open the app even i cant open it if u have solutions pls help me kindly tnx,smothely app month work shall became like open app not open u solution pls help kindly tnx,1,Transaction & Service Reliability Issues
"simple for usage and well designed, attractive in its visual design, ""always one step ahead""",5,2025-07-24,Dashen,Google Play Store,POSITIVE,0.999858856201172,simple for usage and well designed attractive in its visual design always one step ahead,simple usage design attractive visual design step ahead,3,Highly Positive Feedback & Brand Perception
amazing product,5,2025-07-23,Dashen,Google Play Store,POSITIVE,0.9998769760131836,amazing product,amazing product,3,Highly Positive Feedback & Brand Perception
"this app is not good and compatible with other ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen,Google Play Store,NEGATIVE,0.9994491934776306,this app is not good and compatible with other ethiopian bank apps it is not fast is stacks sometimes even some days it stops working at all,app good compatible ethiopian bank app fast stack day stop work,0,App Malfunction & Technical Bugs
like it,5,2025-07-22,Dashen,Google Play Store,POSITIVE,0.9997184872627258,like it,like,4,App Performance (Speed & Quality)
great always one step ahead and most reliable bank,5,2025-07-22,Dashen,Google Play Store,POSITIVE,0.9998666048049928,great always one step ahead and most reliable bank,great step ahead reliable bank,3,Highly Positive Feedback & Brand Perception
u need to start cash out service,4,2025-07-22,Dashen,Google Play Store,NEGATIVE,0.9963886737823486,u need to start cash out service,u need start cash service,1,Transaction & Service Reliability Issues
all in one super app,5,2025-07-21,Dashen,Google Play Store,POSITIVE,0.736153781414032,all in one super app,super app,4,App Performance (Speed & Quality)
fayla,5,2025-07-20,Dashen,Google Play Store,POSITIVE,0.9678626656532288,fayla,fayla,0,App Malfunction & Technical Bugs
"the app even in its' first phase is too far one step booster that enables a user to perform a seamless banking service with multi step security features at his/her comfort zone. it really assured that dashen bank is living the logo ""always one step ahead""",5,2025-07-20,Dashen,Google Play Store,POSITIVE,0.9944331049919128,the app even in its first phase is too far one step booster that enables a user to perform a seamless banking service with multi step security features at hisher comfort zone it really assured that dashen bank is living the logo always one step ahead,app phase far step booster enable user perform seamless banking service multi step security feature hisher comfort zone assure dashen bank live logo step ahead,3,Highly Positive Feedback & Brand Perception
ይሄ app ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Dashen,Google Play Store,NEGATIVE,0.9382806420326232,ይሄ app ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,ይሄ app ደስ ይላል ሁላችሁም አውርዱት እላለሁ,4,App Performance (Speed & Quality)
"best app .. good job, dashen bank",5,2025-07-16,Dashen,Google Play Store,POSITIVE,0.999806582927704,best app good job dashen bank,good app good job dashen bank,4,App Performance (Speed & Quality)
excellent app ...,5,2025-07-15,Dashen,Google Play Store,POSITIVE,0.9998494386672974,excellent app,excellent app,4,App Performance (Speed & Quality)
the worst app i have ever seen,1,2025-07-14,Dashen,Google Play Store,NEGATIVE,0.999790370464325,the worst app i have ever seen,bad app see,4,App Performance (Speed & Quality)
very good compared to amole!,5,2025-07-13,Dashen,Google Play Store,POSITIVE,0.9998546838760376,very good compared to amole,good compare amole,4,App Performance (Speed & Quality)
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,Google Play Store,NEGATIVE,0.9996408224105836,while its very secure it is very slower than other mobile banking apps it is very lazy app,secure slow mobile banking app lazy app,4,App Performance (Speed & Quality)
👍😊😊😊,5,2025-07-12,Dashen,Google Play Store,NEGATIVE,0.6970565915107727,👍😊😊😊,,0,App Malfunction & Technical Bugs
great application,5,2025-07-11,Dashen,Google Play Store,POSITIVE,0.999858856201172,great application,great application,4,App Performance (Speed & Quality)
i am entreated app.,5,2025-07-09,Dashen,Google Play Store,NEGATIVE,0.9199568629264832,i am entreated app,entreat app,4,App Performance (Speed & Quality)
cannot list the number of bugs with this pile of human waste. the absolute worst banking app i have ever used. 50 steps backwards. do not recommend.,1,2025-07-02,Dashen,Google Play Store,NEGATIVE,0.9998127818107604,cannot list the number of bugs with this pile of human waste the absolute worst banking app i have ever used steps backwards do not recommend,list number bug pile human waste absolute bad banking app step backwards recommend,0,App Malfunction & Technical Bugs
