review,rating,date,bank,source,sentiment_label,sentiment_score
network issue,1,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.9874956011772156
እንጠቀምበት,5,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.6970565915107727
fast and easy to use great app.,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.9997286200523376
best performing and fast financial app,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.9997550845146179
well done keep it up,5,2025-08-12,Dashen,Google Play Store,POSITIVE,0.9996840953826904
good but it takes forever to load,3,2025-08-12,Dashen,Google Play Store,NEGATIVE,0.9274645447731018
"it's very good, but there are some things that need to be improved by (speed & receipt view) to be competitive with the companies in the country, i.e.cbe&telebirr.",4,2025-08-11,Dashen,Google Play Store,NEGATIVE,0.8449763059616089
my favorite 💗💗💗,5,2025-08-11,Dashen,Google Play Store,POSITIVE,0.9974082112312317
"this is boring mobile banking app, it is not work properly .so slow!",1,2025-08-11,Dashen,Google Play Store,NEGATIVE,0.9998206496238708
"improve the app, please. it is not working. it says response timeout",1,2025-08-10,Dashen,Google Play Store,NEGATIVE,0.9996850490570068
modern perfect app interface with the best banking tools 👏,5,2025-08-08,Dashen,Google Play Store,POSITIVE,0.9996292591094971
when i tried to open the app it re-downloading something big 3gb 4gb size and after 3 hours late it will open. it's my experience very worst app it isn't lite app not works in every situation of networks.,1,2025-08-08,Dashen,Google Play Store,NEGATIVE,0.9994574189186096
"poor, glitch stack",1,2025-08-07,Dashen,Google Play Store,NEGATIVE,0.9998161196708679
slowest banking app ever used,3,2025-08-07,Dashen,Google Play Store,NEGATIVE,0.998941957950592
dashen bank super app is the best app,5,2025-08-05,Dashen,Google Play Store,POSITIVE,0.9998195767402649
would most likely rate it even less but it does have it's perks. but for the most part the whole app is filled with bugs and it stops being responsive almost everytime. besides some new features and the new ui design i most definitely prefer the old amole version. either fix this mess or bring back amole,2,2025-08-01,Dashen,Google Play Store,NEGATIVE,0.9994837045669556
sometimes is not working to be honest,1,2025-08-01,Dashen,Google Play Store,NEGATIVE,0.9997746348381042
why isn't this app working?,5,2025-07-29,Dashen,Google Play Store,NEGATIVE,0.9989972710609436
network error,5,2025-07-29,Dashen,Google Play Store,NEGATIVE,0.9996863603591919
fast,5,2025-07-29,Dashen,Google Play Store,POSITIVE,0.9989494681358337
100 good,5,2025-07-29,Dashen,Google Play Store,POSITIVE,0.999860405921936
it stop working most of the time.,2,2025-07-28,Dashen,Google Play Store,NEGATIVE,0.999619722366333
i were smothely using the app for the last 5 month but somehow its not working to now so what shall i do it becames like i can open the app even i can't open it if u have solution's pls help me kindly tnx,1,2025-07-28,Dashen,Google Play Store,NEGATIVE,0.9924798011779785
"simple for usage and well designed, attractive in its visual design, ""always one step ahead""",5,2025-07-24,Dashen,Google Play Store,POSITIVE,0.9998588562011719
amazing product,5,2025-07-23,Dashen,Google Play Store,POSITIVE,0.9998769760131836
"this app is not good and compatible with other ethiopian bank apps, it is not fast, is stacks sometimes ,even some days it stops working at all.",1,2025-07-23,Dashen,Google Play Store,NEGATIVE,0.9994491934776306
like it,5,2025-07-22,Dashen,Google Play Store,POSITIVE,0.9997184872627258
great always one step ahead and most reliable bank,5,2025-07-22,Dashen,Google Play Store,POSITIVE,0.9998666048049927
u need to start cash out service,4,2025-07-22,Dashen,Google Play Store,NEGATIVE,0.9963886737823486
all in one super app,5,2025-07-21,Dashen,Google Play Store,POSITIVE,0.736153781414032
fayla,5,2025-07-20,Dashen,Google Play Store,POSITIVE,0.9678626656532288
"the app even in its' first phase is too far one step booster that enables a user to perform a seamless banking service with multi step security features at his/her comfort zone. it really assured that dashen bank is living the logo ""always one step ahead""",5,2025-07-20,Dashen,Google Play Store,POSITIVE,0.9944331049919128
ይሄ app ደስ ይላል ሁላችሁም አውርዱት እላለሁ🤭,5,2025-07-19,Dashen,Google Play Store,NEGATIVE,0.9382806420326233
"best app .. good job, dashen bank",5,2025-07-16,Dashen,Google Play Store,POSITIVE,0.9998065829277039
excellent app ...,5,2025-07-15,Dashen,Google Play Store,POSITIVE,0.9998494386672974
the worst app i have ever seen,1,2025-07-14,Dashen,Google Play Store,NEGATIVE,0.999790370464325
very good compared to amole!,5,2025-07-13,Dashen,Google Play Store,POSITIVE,0.9998546838760376
"while it's very secure, it is very slower than other mobile banking apps. it is very lazy app!",2,2025-07-12,Dashen,Google Play Store,NEGATIVE,0.9996408224105835
👍😊😊😊,5,2025-07-12,Dashen,Google Play Store,NEGATIVE,0.6970565915107727
great application,5,2025-07-11,Dashen,Google Play Store,POSITIVE,0.9998588562011719
i am entreated app.,5,2025-07-09,Dashen,Google Play Store,NEGATIVE,0.9199568629264832
cannot list the number of bugs with this pile of human waste. the absolute worst banking app i have ever used. 50 steps backwards. do not recommend.,1,2025-07-02,Dashen,Google Play Store,NEGATIVE,0.9998127818107605
best app with best bank,5,2025-07-02,Dashen,Google Play Store,POSITIVE,0.9995883107185364
alway slow loading,1,2025-06-30,Dashen,Google Play Store,NEGATIVE,0.9991027116775513
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen,Google Play Store,NEGATIVE,0.9998034834861755
ethiopian amazing`s dashen bank🤝👌,3,2025-06-25,Dashen,Google Play Store,POSITIVE,0.9997710585594177
"it's an unpredictable app, i can't make transactions, and now i can't even get the otp! so it's going from bad to worse! thank goodness the amole dashen app still exists.",1,2025-06-25,Dashen,Google Play Store,NEGATIVE,0.998045802116394
nice app but limit up to max 600000,5,2025-06-24,Dashen,Google Play Store,NEUTRAL,0.5572332739830017
"i would be happy if i got a withdraw system in the application. otherwise, everything is fine for me",4,2025-06-18,Dashen,Google Play Store,POSITIVE,0.9981334805488586
nice app but transaction limet not enough,5,2025-06-17,Dashen,Google Play Store,NEGATIVE,0.9785792231559753
"it's an amazing application to use bank transactions in ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen,Google Play Store,NEGATIVE,0.9935082197189331
dashen bank my choice🇪🇹✌️💫,4,2025-06-13,Dashen,Google Play Store,NEGATIVE,0.834911584854126
very simple and user friendly app thank you dashen bank,5,2025-06-12,Dashen,Google Play Store,POSITIVE,0.9996474981307983
very good .,5,2025-06-09,Dashen,Google Play Store,POSITIVE,0.9998475313186646
i like this mobile banking app very much. overall user interface and navigation is awesome. but it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen,Google Play Store,NEGATIVE,0.9904449582099915
መቸሸጠ,5,2025-06-03,Dashen,Google Play Store,NEGATIVE,0.6970565915107727
gadaa,5,2025-06-01,Dashen,Google Play Store,NEGATIVE,0.7211463451385498
massive upgrade from the amole app.,5,2025-05-31,Dashen,Google Play Store,POSITIVE,0.9646419286727905
very good for this app,5,2025-05-31,Dashen,Google Play Store,POSITIVE,0.9998138546943665
top,5,2025-05-31,Dashen,Google Play Store,POSITIVE,0.9997069239616394
this app better than amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen,Google Play Store,NEGATIVE,0.999607503414154
wow to it saff and this app,5,2025-05-30,Dashen,Google Play Store,POSITIVE,0.9985712766647339
it too slow,3,2025-05-29,Dashen,Google Play Store,NEGATIVE,0.9996801614761353
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen,Google Play Store,NEGATIVE,0.8337252736091614
useless app ever loading take long,1,2025-05-27,Dashen,Google Play Store,NEGATIVE,0.9997350573539734
"game changer app! dashen bank super app is fast, secure, and easy to use. the three-click payment makes sending money super quick, and the qr code payment is perfect for cashless shopping. i also love the biometric login and easy airtime and bill payments. everything i need is in one place. dashen bank has really raised the bar for digital banking in ethiopia. highly recommended!",5,2025-05-26,Dashen,Google Play Store,POSITIVE,0.999617338180542
very useful app,1,2025-05-26,Dashen,Google Play Store,POSITIVE,0.9995785355567932
"simple, robust features? yes, please! but the endless loading screen killed the fun—i couldn’t use it for days. fix the glitch, and i’ll yeet a higher rating!",2,2025-05-26,Dashen,Google Play Store,NEGATIVE,0.8351486325263977
wawww,5,2025-05-24,Dashen,Google Play Store,NEGATIVE,0.9418038129806519
its best,5,2025-05-23,Dashen,Google Play Store,POSITIVE,0.9998121857643127
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen,Google Play Store,NEGATIVE,0.999786913394928
"the best of best is now arrived **empowering your financial freedom** ""experience seamless banking at your fingertips with dashen bank. empowering your financial freedom, anytime, anywhere!"" **innovation meets convenience** ""dashen bank mobile banking: where innovation meets convenience. **secure and reliable** ""bank with confidence",5,2025-05-22,Dashen,Google Play Store,POSITIVE,0.9996517896652222
nothing is changed in the updated version. you have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen,Google Play Store,NEGATIVE,0.9939862489700317
the best app ever in finance sector,5,2025-05-18,Dashen,Google Play Store,POSITIVE,0.9998089671134949
its good app than other compitators but it confuse when we transfer it needs otp and pin most user inter their pin instead of otp we know the litrecy level of our society so if it is device based i dont know the needs of otp so please try to fix,3,2025-05-18,Dashen,Google Play Store,NEGATIVE,0.9983357787132263
dashen bank or dashen super app?,1,2025-05-17,Dashen,Google Play Store,NEGATIVE,0.9937525391578674
wowwwe app,5,2025-05-17,Dashen,Google Play Store,POSITIVE,0.9829692840576172
"transferring to other bank accounts is a hastle and inconvenient .get used to seeing "" please try again """,2,2025-05-17,Dashen,Google Play Store,NEGATIVE,0.9994332194328308
always lagging,1,2025-05-16,Dashen,Google Play Store,NEGATIVE,0.9998013377189636
amazing application...,5,2025-05-16,Dashen,Google Play Store,POSITIVE,0.9998786449432373
"dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen,Google Play Store,NEGATIVE,0.9976341724395752
its my choice,5,2025-05-15,Dashen,Google Play Store,POSITIVE,0.9962010979652405
wow apo,5,2025-05-15,Dashen,Google Play Store,POSITIVE,0.9994785189628601
awesome app keep going,5,2025-05-14,Dashen,Google Play Store,POSITIVE,0.9998502731323242
"it grows ethiopian digital banking step ahead.all fetures in one,simple fast and convince.",5,2025-05-14,Dashen,Google Play Store,POSITIVE,0.9992207288742065
game changer,5,2025-05-13,Dashen,Google Play Store,POSITIVE,0.9887570738792419
totally amazing,5,2025-05-13,Dashen,Google Play Store,POSITIVE,0.9998782873153687
super 😎,5,2025-05-13,Dashen,Google Play Store,POSITIVE,0.9331682920455933
what a helpful app!!!!,5,2025-05-13,Dashen,Google Play Store,POSITIVE,0.9990901947021484
"to be honest, best banking and lifestyle app in ethiopia.",5,2025-05-12,Dashen,Google Play Store,POSITIVE,0.9997262358665466
"a must have, seamless, all in one digital platform ""db superapp""! keep living your motto ""always one step ahead""",5,2025-05-12,Dashen,Google Play Store,POSITIVE,0.9966461062431335
amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen,Google Play Store,POSITIVE,0.9998630285263062
its the best ever,5,2025-05-08,Dashen,Google Play Store,POSITIVE,0.9998552799224854
excellent game changer app,5,2025-05-08,Dashen,Google Play Store,POSITIVE,0.9998358488082886
i am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen,Google Play Store,POSITIVE,0.9995176792144775
it seems me logging out within minutes,1,2025-05-03,Dashen,Google Play Store,NEGATIVE,0.9982207417488098
nice app especially gui and i have got some error when you send within dashen bank the receipter is not get sms notification,4,2025-05-03,Dashen,Google Play Store,NEGATIVE,0.9857989549636841
yes i want dashen super open,5,2025-05-02,Dashen,Google Play Store,POSITIVE,0.9994350075721741
faster than this version,5,2025-05-01,Dashen,Google Play Store,POSITIVE,0.9991979002952576
"best ui mobile banking app, props to design team",5,2025-04-30,Dashen,Google Play Store,POSITIVE,0.9991565942764282
bad.,1,2025-04-30,Dashen,Google Play Store,NEGATIVE,0.9997698664665222
dashen super app is secure band very easy,5,2025-04-29,Dashen,Google Play Store,POSITIVE,0.9899651408195496
it is very fast and secured mobile banking app! i like this app!,5,2025-04-29,Dashen,Google Play Store,POSITIVE,0.9995939135551453
best app i have ever seen,5,2025-04-29,Dashen,Google Play Store,POSITIVE,0.9996102452278137
its slow when i try to see the recent transaction and stucked,1,2025-04-28,Dashen,Google Play Store,NEGATIVE,0.9992387294769287
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen,Google Play Store,POSITIVE,0.9997221827507019
wow appl,5,2025-04-28,Dashen,Google Play Store,POSITIVE,0.9994691014289856
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen,Google Play Store,NEGATIVE,0.9994646906852722
"it is very slow and it lacks many features to be a super app. high rating is given by their employees, not by the customers.",1,2025-04-25,Dashen,Google Play Store,NEGATIVE,0.9997708201408386
"smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. the intuitive design makes banking on the go.",5,2025-04-24,Dashen,Google Play Store,POSITIVE,0.9996446371078491
very easy and fast.,5,2025-04-24,Dashen,Google Play Store,POSITIVE,0.9995487332344055
incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen,Google Play Store,NEGATIVE,0.9392755627632141
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen,Google Play Store,NEGATIVE,0.9993688464164734
execellent,5,2025-04-24,Dashen,Google Play Store,NEGATIVE,0.9866806864738464
"this super app is a total game-changer—fast, reliable, and packed with everything i need in one place. it’s seamless and super convenient. love it!""",5,2025-04-23,Dashen,Google Play Store,POSITIVE,0.9998038411140442
all in one ✍️secure ✍️reliable ✍️convenient. digital banking game changer!!,5,2025-04-23,Dashen,Google Play Store,NEGATIVE,0.7598550915718079
it is incredible product.,5,2025-04-23,Dashen,Google Play Store,POSITIVE,0.9998867511749268
"i'm really impressed with this app! it’s user-friendly, runs smoothly, and has all the features i need. makes my tasks so much easier and saves me a lot of time. highly recommended!",5,2025-04-23,Dashen,Google Play Store,POSITIVE,0.9997783303260803
"it's an amazing app, experience it!!",5,2025-04-23,Dashen,Google Play Store,POSITIVE,0.9998760223388672
this is the best banking app ever. i recommend everyone to use it.,5,2025-04-23,Dashen,Google Play Store,POSITIVE,0.9997599720954895
it is the best application!!!,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9998468160629272
"exceptional digital experience, supperapp will bring new paradigm shift in the banking business. bravo dashen keep it up!!!!",5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9998323917388916
its features are so dynamic,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.999643087387085
fast &friendly user application.,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9993237257003784
"fast, reliable and user friendly. keep it up",5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9997664093971252
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9874821901321411
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9995126724243164
great for everyday banking and payments on the go,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9998255372047424
"""dashen super app'' is impressive with its focus on simplicity, speed, and quality. the user interface is clean and easy to understand. transactions process quickly, and the overall quality of the app is top-notch. a must-have for dashen bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9997794032096863
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9998310804367065
"the app has various usefull functions, which make easy the payment system. also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9850903749465942
the app has great user interface with comprehensive payments and e-commerce platforms. and also it includes unique features such as chat banking and budget.,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.999284565448761
betam mirt ena betam le atikakem kelel yale ena michu application nw,5,2025-04-22,Dashen,Google Play Store,NEGATIVE,0.9886249303817749
convenient!,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9936902523040771
it is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.999864935874939
effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9731148481369019
the best supper app ever,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.999849796295166
"this is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9990382194519043
"a powerful, local solution that rivals any global app. i love how easy it is to explore services and products.",5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.999815046787262
dashen bank is my number one choice,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9996331930160522
assefa genetu = dashen superup is the latest and inclussive .i am happy with this super up.,5,2025-04-22,Dashen,Google Play Store,POSITIVE,0.9994714856147766
"the app is incredibly user-friendly and brings multiple services into one place. it's fast, intuitive, and makes daily tasks super convenient. a true all-in-one solution!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9991614818572998
"proudly made in ethiopia, this innovation delivers more than promised. the marketplace is a major boost for local commerce",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998248219490051
it so fanrastic and user friendly app. bravo dashen bank thanks.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9990429282188416
"one of the best digital platforms i've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997945427894592
a proudly ethiopia innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997891783714294
"dashen super app is a game-changer! it’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. i love how everything i need from mobile banking to utility payments is all in one place. the interface is clean, and everything works smoothly. definitely one of the best apps out there. highly recommended!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998010993003845
easy to use and has many options. it is the best financial app i have ever used.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997546076774597
"highly impressed! dash bank really nailed it with this app. secure, reliable, and packed with features i use daily",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998537302017212
"one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experience, highly recommended",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997860789299011
very convenient,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9988445043563843
"the user experience is seamless, and everything just works perfectly right out of the box. i can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997797608375549
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9991359114646912
"dashen superapp the ultimate all-in-one solution! from banking and shopping to bill payments, everything you need is right at your fingertips. life just got a whole lot easier!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9991750121116638
"it is,really super because of its unique offerings to individuals and businesses.it is a secure ux first app intended to cater comprehensive digital meeds.i am also happy to know that dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9995538592338562
"the very easy, secured, fast and multifunctional dashen supper application i ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9982724189758301
"one app for everything! i can shop, manage my bank account , and do so much more . truly a super app",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9994187355041504
one of the best digital platforms i’ve used! from smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9995588660240173
"dashen bank super app is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9992392063140869
this is what we call banking app. as professional i want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9991500377655029
thanks again,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998217225074768
super easy to use and fast transaction.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.996877908706665
"i have an incredible experience with dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.999527096748352
"i can't recommend the dashen super app enough! this app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. it combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks the user interface is modern, intuitive, and super responsive, making navigation a breeze. whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9953939914703369
"the app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. it’s saved me a lot of time and made banking way more convenient. definitely worth checking out!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9982413053512573
what an app,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9938238859176636
the new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998598098754883
"dashen bank supper app is the most easy to use and have high speed,quality and i like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9974797368049622
"the dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of qr codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997472167015076
"a proudly ethiopian innovation that delivers beyond expectations. the marketplace feature is a big win for local shoppers and sellers. very impressed with the new updates, the e-commerce section is smooth and supports ethiopian merchants!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998795986175537
"very impressed with the new updates, the e-commerce section is smooth and supports ethiopian merchants.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998557567596436
"dashen bank super app is fast, reliable, and super easy to use. all my banking needs are handled smoothly in one place. clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997962117195129
"db sup app is a platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use qr code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. i addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.8947896361351013
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen,Google Play Store,NEGATIVE,0.9822685718536377
better and inclusive app!,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.999285876750946
amazing application,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998698234558105
it keep my time to pay my bills and i generate my satment easily,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.996675968170166
"it's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998683929443359
a game-changing ethiopian innovation—where shopping meets opportunity. the marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9993858337402344
"dashen super app isn’t just an app — it’s an experience. effortless, powerful, and built for the future",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997283816337585
"this is an amazing app with uniqe quality,easy and fast mobile banking app.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997382760047913
"dashen superapp is a lifesaver! banking, shopping, and bills in one super easy app. the new e-commerce feature is awesome and supports local merchants. fast, secure, and proudly ethiopian.download it now—you won’t regret it!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9996484518051147
"dashen superapp blends finance, shopping, and daily services effortlessly. the new e-commerce feature is smooth and supports local merchants—proud to back an ethiopian-made solution!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998247027397156
"a solid step forward by dashen bank. the superapp combines essential banking features with lifestyle services, making everything accessible in one place. the interface is smooth, and transactions are quick and reliable. it’s clear a lot of thought went into the design and functionality. great job!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998260140419006
dashen bank super app is the crucial and convenient app in ethiopia. there is no other app to compare with dashen bank super app,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9817668795585632
"all-in-one finance & e-commerce super app! pay, save, shop seamlessly. fast, secure. #bankandshop",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9943593144416809
it's a hestorical app. in the bank industry.,5,2025-04-21,Dashen,Google Play Store,NEGATIVE,0.9915915727615356
"a game changer in ethiopian digital banking fast, secure, and packed with services. everything you need, all in one powerful app. a true leap toward financial convenience and innovation!",4,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9996839761734009
"easy &,simple to use",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9968307614326477
"banking, but make it smart. local solutions, all in one place. smooth, fast, and actually saving time. feels like the future. love it!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998811483383179
"all in one, that is it 👌",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.8945450782775879
", dashen bank supper app is multipurpose, convenient, very attractive and make life easier",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9995104074478149
very easy and flexible app.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997106194496155
"i choose dashen bank super up since, it is easy to use & it has attractive features !",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998281002044678
dashen super app is simple faster and reliable.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.999518632888794
"dashen bank super app is a game-changer! the user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. it’s fast, secure, and truly reflects the bank’s commitment to digital excellence. highly recommended!",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.999748170375824
"the app keeps getting better with every update! smooth performance, great ui, and top-notch security. thank you for making banking so convenient!""",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9995062351226807
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9964408278465271
"after i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997468590736389
an app with high performance and advanced features!,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9995831847190857
"it is a very user friendly, attractive user interface, full of useful features. i really encourage everyone to give it a try.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9997954964637756
"good actually , but it have to work when developer option is on 🙏",5,2025-04-21,Dashen,Google Play Store,NEGATIVE,0.9746389389038086
"all-in-one convenience, from managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9981800317764282
i appreciate that dashen bank takes lifestyle services into account.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9980393052101135
keep it up!,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998477697372437
amazing app really i loved it .that's why we say dashen bank is one stap ahead. it's the best mobile application that should be on every phone.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.9998038411140442
very comfortable app keep it,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.999691367149353
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,Dashen,Google Play Store,POSITIVE,0.999531626701355
"i have been using the dashen supper app mobile banking app , and overall, i appreciate its features.however,i’ve noticed that when i turn on the developer options on my device, the app stops functioning properly. it would be great if you could look into this issue, as i often need to access developer settings for other applications . thank you for your attention to this matter!",5,2025-04-21,Dashen,Google Play Store,NEGATIVE,0.9068745970726013
easiness to use with fast response time,5,2025-04-21,Dashen,Google Play Store,NEGATIVE,0.964725911617279
